level_id,heuristic,success,nodes,runtime,solution_len
sokoban_core/levels/letslogic/solved/0632_recreation.txt#258,gnn[speed+dl],True,202,0.208200408485525,20
sokoban_core/levels/letslogic/solved/0410_spiros_01.txt#57,gnn[speed+dl],True,115,0.208434282548675,68
sokoban_core/levels/letslogic/solved/0566_li_jin_you_collection.txt#223,gnn[speed+dl],True,173,0.257966048966351,32
sokoban_core/levels/letslogic/solved/0166_funny_template_levels.txt#1,gnn[speed+dl],True,257,0.313711127165,17
sokoban_core/levels/letslogic/solved/0443_p_emysl_z_ka.txt#65,gnn[speed+dl],True,485,0.439051359799434,10
sokoban_core/levels/letslogic/solved/0627_suitcase_04.txt#481,gnn[speed+dl],True,63,0.173595919074248,11
sokoban_core/levels/letslogic/solved/0292_boring.txt#10,gnn[speed+dl],True,5200,4.62499243137741,26
sokoban_core/levels/letslogic/solved/0301_maps_after_all.txt#71,gnn[speed+dl],True,478,0.384474666145986,23
sokoban_core/levels/letslogic/solved/0359_magic_sokoban_2.txt#65,gnn[speed+dl],True,3181,5.07619883495208,42
sokoban_core/levels/letslogic/solved/0410_spiros_01.txt#92,gnn[speed+dl],True,2612,2.40337760651073,14
sokoban_core/levels/letslogic/solved/0566_li_jin_you_collection.txt#321,gnn[speed+dl],True,964,0.823199489450505,30
sokoban_core/levels/letslogic/solved/0050_picolevels.txt#41,gnn[speed+dl],True,191,0.162290363071069,15
sokoban_core/levels/letslogic/solved/0566_li_jin_you_collection.txt#109,gnn[speed+dl],True,423,0.278205397027758,19
sokoban_core/levels/letslogic/solved/0966_zeng_xiang_hua_collection.txt#135,gnn[speed+dl],True,9344,5.86343076076235,19
sokoban_core/levels/letslogic/solved/0222_revenge_23.txt#50,gnn[speed+dl],True,110,0.0812543556240229,12
sokoban_core/levels/letslogic/solved/0029_mini_cosmos.txt#11,gnn[speed+dl],True,734,0.618945120479376,32
sokoban_core/levels/letslogic/solved/0204_svens_collection.txt#774,gnn[speed+dl],True,206,0.20267417877838,19
sokoban_core/levels/letslogic/solved/0110_revenge_03.txt#2,gnn[speed+dl],True,6296,4.28973852104036,38
sokoban_core/levels/letslogic/solved/0566_li_jin_you_collection.txt#5,gnn[speed+dl],True,189,0.155703690694023,17
sokoban_core/levels/letslogic/solved/0201_more_bugs_collections.txt#210,gnn[speed+dl],True,29,0.0398778689721713,14
sokoban_core/levels/letslogic/solved/0966_zeng_xiang_hua_collection.txt#295,gnn[speed+dl],True,28266,23.9189754447581,24
sokoban_core/levels/letslogic/solved/0173_revenge_04.txt#67,gnn[speed+dl],True,525,0.460322070299497,20
sokoban_core/levels/letslogic/solved/0600_mass_remodel.txt#1360,gnn[speed+dl],True,76,0.101463884126272,12
sokoban_core/levels/letslogic/solved/0110_revenge_03.txt#37,gnn[speed+dl],True,40461,25.4644485238109,26
sokoban_core/levels/letslogic/solved/0403_chrysalis_collection_04.txt#5,gnn[speed+dl],True,15413,11.4071598667232,24
sokoban_core/levels/letslogic/solved/0050_picolevels.txt#29,gnn[speed+dl],True,351,0.282084650587345,26
sokoban_core/levels/letslogic/solved/0295_close_to_solution.txt#12,gnn[speed+dl],True,302,0.228877438671436,25
sokoban_core/levels/letslogic/solved/0577_rdlom.txt#120,gnn[speed+dl],True,2808,3.75730807428611,22
sokoban_core/levels/letslogic/solved/0168_serg_belyaev_02.txt#75,gnn[speed+dl],True,656,0.708395418904439,28
sokoban_core/levels/letslogic/solved/0196_bugs_509_collection.txt#78,gnn[speed+dl],True,175,0.189847332372855,24
sokoban_core/levels/letslogic/solved/0306_696.txt#396,gnn[speed+dl],True,35166,16.1854374007485,63
sokoban_core/levels/letslogic/solved/0029_mini_cosmos.txt#22,gnn[speed+dl],True,603,0.391954446641953,35
sokoban_core/levels/letslogic/solved/0355_miniatures_-_part_one_easy.txt#18,gnn[speed+dl],True,121007,55.1467041380213,38
sokoban_core/levels/letslogic/solved/0550_yasgood.txt#142,gnn[speed+dl],True,98690,56.7920702758278,65
sokoban_core/levels/letslogic/solved/0222_revenge_23.txt#32,gnn[speed+dl],True,79602,67.190588482876,27
sokoban_core/levels/letslogic/solved/0190_bugs_collection_2.txt#23,gnn[speed+dl],True,37,0.0927430185069915,21
sokoban_core/levels/letslogic/solved/0963_first_steps_-_advanced.txt#0,gnn[speed+dl],True,5021,5.15081895476999,7
sokoban_core/levels/letslogic/solved/0415_spiros_06.txt#178,gnn[speed+dl],True,51948,50.6798120519893,38
sokoban_core/levels/letslogic/solved/0041_loma.txt#16,gnn[speed+dl],True,21,0.0338331239553655,11
sokoban_core/levels/letslogic/solved/0600_mass_remodel.txt#1288,gnn[speed+dl],True,139,0.125978026180728,15
sokoban_core/levels/letslogic/solved/0129_alberto_garc_a_best_4_u.txt#22,gnn[speed+dl],True,31347,80.3484630468296,25
sokoban_core/levels/letslogic/solved/0204_svens_collection.txt#1528,gnn[speed+dl],True,599,0.531069590509034,13
sokoban_core/levels/letslogic/solved/0600_mass_remodel.txt#1455,gnn[speed+dl],True,618,0.767382203559019,16
sokoban_core/levels/letslogic/solved/0174_revenge_05.txt#18,gnn[speed+dl],True,1245,1.51734879879907,26
sokoban_core/levels/letslogic/solved/0627_suitcase_04.txt#294,gnn[speed+dl],True,255,0.640965263040598,18
sokoban_core/levels/letslogic/solved/0102_serg_belyaev_01.txt#75,gnn[speed+dl],True,12856,9.69503981165058,28
sokoban_core/levels/letslogic/solved/0006_microban_01.txt#101,gnn[speed+dl],True,151309,93.2446773866782,54
sokoban_core/levels/letslogic/solved/0068_sokolate.txt#13,gnn[speed+dl],True,1143,1.12739768435875,25
sokoban_core/levels/letslogic/solved/0011_v2009.txt#7,gnn[speed+dl],True,189,0.195155953230936,25
sokoban_core/levels/letslogic/solved/0168_serg_belyaev_02.txt#37,gnn[speed+dl],True,6940,3.7256027360644,33
sokoban_core/levels/letslogic/solved/0204_svens_collection.txt#281,gnn[speed+dl],True,35859,51.9538495132711,17
sokoban_core/levels/letslogic/solved/0068_sokolate.txt#12,gnn[speed+dl],True,20455,9.84409004401275,26
sokoban_core/levels/letslogic/solved/0625_suitcase_02.txt#310,gnn[speed+dl],True,79,0.116911401540795,12
sokoban_core/levels/letslogic/solved/0050_picolevels.txt#6,gnn[speed+dl],True,1973,1.34806488655616,19
sokoban_core/levels/letslogic/solved/0168_serg_belyaev_02.txt#97,gnn[speed+dl],True,110,0.124301230474012,18
sokoban_core/levels/letslogic/solved/0329_frantisek_pokorny.txt#24,gnn[speed+dl],True,36937,19.7177058875596,46
sokoban_core/levels/letslogic/solved/0068_sokolate.txt#15,gnn[speed+dl],True,396,0.346790629534366,20
sokoban_core/levels/letslogic/solved/0566_li_jin_you_collection.txt#31,gnn[speed+dl],True,306,0.258423200059231,21
sokoban_core/levels/letslogic/solved/0306_696.txt#580,gnn[speed+dl],True,237302,105.926835348085,75
sokoban_core/levels/letslogic/solved/0962_first_steps_-_beginner.txt#78,gnn[speed+dl],True,6834,4.70996733150236,32
sokoban_core/levels/letslogic/solved/0110_revenge_03.txt#40,gnn[speed+dl],True,413912,238.249477700695,38
sokoban_core/levels/letslogic/solved/0076_alberto.txt#39,gnn[speed+dl],True,565,0.482891040614812,23
sokoban_core/levels/letslogic/solved/0128_alberto_garc_a_1-3.txt#6,gnn[speed+dl],True,4805,5.05752390475461,27
sokoban_core/levels/letslogic/solved/0033_strategy.txt#37,gnn[speed+dl],True,255858,182.470420976934,35
sokoban_core/levels/letslogic/solved/0006_microban_01.txt#22,gnn[speed+dl],True,38,0.0423977449423621,10
sokoban_core/levels/letslogic/solved/0966_zeng_xiang_hua_collection.txt#304,gnn[speed+dl],True,3841,4.11391599273475,33
sokoban_core/levels/letslogic/solved/0062_dimitri_yorick.txt#58,gnn[speed+dl],True,145,0.196599614202416,15
sokoban_core/levels/letslogic/solved/0062_dimitri_yorick.txt#29,gnn[speed+dl],True,67,0.0632083470378918,8
sokoban_core/levels/letslogic/solved/0129_alberto_garc_a_best_4_u.txt#23,gnn[speed+dl],True,212980,138.969715848608,40
sokoban_core/levels/letslogic/solved/0577_rdlom.txt#74,gnn[speed+dl],True,63925,31.5465138278952,38
sokoban_core/levels/letslogic/solved/0199_howard_s_levels_03.txt#0,gnn[speed+dl],True,938,0.623071063119272,18
sokoban_core/levels/letslogic/solved/0179_revenge_10.txt#117,gnn[speed+dl],False,559313,300.05259332485,-1
sokoban_core/levels/letslogic/solved/0166_funny_template_levels.txt#2,gnn[speed+dl],True,384,0.33064272214358,27
sokoban_core/levels/letslogic/solved/0550_yasgood.txt#11,gnn[speed+dl],True,441,0.310759237250971,19
sokoban_core/levels/letslogic/solved/0600_mass_remodel.txt#214,gnn[speed+dl],True,17093,16.345902609645,14
sokoban_core/levels/letslogic/solved/0216_revenge_18.txt#2,gnn[speed+dl],True,88769,59.918329445928,22
sokoban_core/levels/letslogic/solved/0204_svens_collection.txt#657,gnn[speed+dl],True,61205,40.8123496346624,32
sokoban_core/levels/letslogic/solved/0346_microban_01_variations.txt#18,gnn[speed+dl],True,2946,2.57968513392728,22
sokoban_core/levels/letslogic/solved/0110_revenge_03.txt#83,gnn[speed+dl],True,8414,6.03711219543187,25
sokoban_core/levels/letslogic/solved/0405_magic_sokoban_3.txt#13,gnn[speed+dl],True,1135,1.05086886631208,14
sokoban_core/levels/letslogic/solved/0166_funny_template_levels.txt#72,gnn[speed+dl],True,305,0.307544885927822,32
sokoban_core/levels/letslogic/solved/0127_alberto_garc_a_1-2.txt#22,gnn[speed+dl],True,52,0.0759794974073027,20
sokoban_core/levels/letslogic/solved/0578_warehouse.txt#335,gnn[speed+dl],True,30918,31.9767114894936,25
sokoban_core/levels/letslogic/solved/0966_zeng_xiang_hua_collection.txt#223,gnn[speed+dl],True,1103,0.835567213222048,15
sokoban_core/levels/letslogic/solved/0301_maps_after_all.txt#2,gnn[speed+dl],True,30,0.043180939644882,13
sokoban_core/levels/letslogic/solved/0624_suitcase_01.txt#417,gnn[speed+dl],True,938,0.853619875759396,29
sokoban_core/levels/letslogic/solved/0301_maps_after_all.txt#7,gnn[speed+dl],True,47,0.0631723664127917,15
sokoban_core/levels/letslogic/solved/0090_v2010.txt#5,gnn[speed+dl],True,557,0.360879508687406,31
sokoban_core/levels/letslogic/solved/0410_spiros_01.txt#123,gnn[speed+dl],True,13,0.03450788389731,8
sokoban_core/levels/letslogic/solved/0050_picolevels.txt#25,gnn[speed+dl],True,522,0.355188655298297,17
sokoban_core/levels/letslogic/solved/0966_zeng_xiang_hua_collection.txt#153,gnn[speed+dl],True,1864,2.66359343031638,19
sokoban_core/levels/letslogic/solved/0168_serg_belyaev_02.txt#96,gnn[speed+dl],True,30483,23.2796985602282,28
sokoban_core/levels/letslogic/solved/0179_revenge_10.txt#77,gnn[speed+dl],True,80206,56.1369121348411,64
sokoban_core/levels/letslogic/solved/0089_microban_03.txt#36,gnn[speed+dl],True,1102,1.3830309073169,40
sokoban_core/levels/letslogic/solved/0083_scoria_02.txt#6,gnn[speed+dl],True,1113,0.886299401727822,33
sokoban_core/levels/letslogic/solved/0062_dimitri_yorick.txt#45,gnn[speed+dl],True,33,0.0389458229164978,14
sokoban_core/levels/letslogic/solved/0168_serg_belyaev_02.txt#90,gnn[speed+dl],True,9174,6.64862707038545,29
sokoban_core/levels/letslogic/solved/0506_roger_delaporte.txt#13,gnn[speed+dl],True,14287,14.9006286711019,28
sokoban_core/levels/letslogic/solved/0204_svens_collection.txt#655,gnn[speed+dl],True,16848,13.1074309597765,28
sokoban_core/levels/letslogic/solved/0966_zeng_xiang_hua_collection.txt#350,gnn[speed+dl],True,1403,1.00048292971223,36
sokoban_core/levels/letslogic/solved/0574_thinking_rabbit_arranged.txt#303,gnn[speed+dl],True,2042,2.83445580765358,18
sokoban_core/levels/letslogic/solved/0222_revenge_23.txt#40,gnn[speed+dl],True,132709,56.3448059686853,44
sokoban_core/levels/letslogic/solved/0562_alberto_multipack.txt#13,gnn[speed+dl],True,24,0.125116955604704,11
sokoban_core/levels/letslogic/solved/0315_squared.txt#29,gnn[speed+dl],True,74116,41.1138800880178,20
sokoban_core/levels/letslogic/solved/0169_serg_belyaev_03.txt#83,gnn[speed+dl],True,6509,5.35103240381122,19
sokoban_core/levels/letslogic/solved/0166_funny_template_levels.txt#12,gnn[speed+dl],True,298,0.278578018295917,21
sokoban_core/levels/letslogic/solved/0628_suitcase_05.txt#102,gnn[speed+dl],True,527,0.777715543356583,22
sokoban_core/levels/letslogic/solved/0863_kids_intro_8x8.txt#15,gnn[speed+dl],True,1259,1.05227260357625,21
sokoban_core/levels/letslogic/solved/0863_kids_intro_8x8.txt#19,gnn[speed+dl],True,8722,6.97179198357416,51
sokoban_core/levels/letslogic/solved/0106_revenge_01.txt#84,gnn[speed+dl],True,180791,116.187190419175,36
sokoban_core/levels/letslogic/solved/0625_suitcase_02.txt#45,gnn[speed+dl],True,6,0.034357061003055,3
sokoban_core/levels/letslogic/solved/0577_rdlom.txt#19,gnn[speed+dl],True,147419,81.2000280838761,37
sokoban_core/levels/letslogic/solved/0625_suitcase_02.txt#163,gnn[speed+dl],True,2860,2.47758567423845,28
sokoban_core/levels/letslogic/solved/0043_sokevo.txt#4,gnn[speed+dl],True,6620,7.04336212930825,10
sokoban_core/levels/letslogic/solved/0222_revenge_23.txt#51,gnn[speed+dl],True,52,0.0778369355674326,21
sokoban_core/levels/letslogic/solved/0290_4_55_am.txt#28,gnn[speed+dl],True,4721,3.93742905507798,19
sokoban_core/levels/letslogic/solved/0166_funny_template_levels.txt#4,gnn[speed+dl],True,547,0.344162565246237,23
sokoban_core/levels/letslogic/solved/0204_svens_collection.txt#682,gnn[speed+dl],True,64510,45.7679049407688,31
sokoban_core/levels/letslogic/solved/0559_monry_collection.txt#201,gnn[speed+dl],False,671970,300.075899526509,-1
sokoban_core/levels/letslogic/solved/0632_recreation.txt#676,gnn[speed+dl],False,561671,300.041814285225,-1
sokoban_core/levels/letslogic/solved/0201_more_bugs_collections.txt#229,gnn[speed+dl],False,650882,300.040937343444,-1
sokoban_core/levels/letslogic/solved/0632_recreation.txt#300,gnn[speed+dl],False,212494,300.009410715618,-1
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#72,gnn[speed+dl],True,224,0.19287685171775,11
sokoban_core/levels/letslogic/solved/0550_yasgood.txt#98,gnn[speed+dl],False,1370172,300.001602164012,-1
sokoban_core/levels/letslogic/solved/0578_warehouse.txt#40,gnn[speed+dl],True,154,0.153459091150112,19
sokoban_core/levels/letslogic/solved/0068_sokolate.txt#28,gnn[speed+dl],True,196,0.166606805869885,23
sokoban_core/levels/letslogic/solved/0290_4_55_am.txt#17,gnn[speed+dl],True,482,0.423449322851091,31
sokoban_core/levels/letslogic/solved/0578_warehouse.txt#5,gnn[speed+dl],True,337,0.29201998552507,17
sokoban_core/levels/letslogic/solved/0050_picolevels.txt#30,gnn[speed+dl],True,157,0.142647159750189,22
sokoban_core/levels/letslogic/solved/0128_alberto_garc_a_1-3.txt#2,gnn[speed+dl],True,1632,1.85277940850733,34
sokoban_core/levels/letslogic/solved/0068_sokolate.txt#9,gnn[speed+dl],True,534,0.379461530010473,23
sokoban_core/levels/letslogic/solved/0089_microban_03.txt#99,gnn[speed+dl],True,50,0.0658134921607169,10
sokoban_core/levels/letslogic/solved/0566_li_jin_you_collection.txt#13,gnn[speed+dl],True,410,0.296805408663375,20
sokoban_core/levels/letslogic/solved/0006_microban_01.txt#17,gnn[speed+dl],True,161,0.165565092840447,13
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#94,gnn[speed+dl],False,424154,300.031541990769,-1
sokoban_core/levels/letslogic/solved/0102_serg_belyaev_01.txt#8,gnn[speed+dl],True,11947,14.4413887304245,38
sokoban_core/levels/letslogic/solved/0628_suitcase_05.txt#348,gnn[speed+dl],True,3750,2.9241308617642,35
