level_id,heuristic,success,nodes,runtime,solution_len
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#12,gnn[speed+dl],True,1290,1.263087511062622,31
sokoban_core/levels/letslogic/solved/0019_sasquatch_07.txt#18,gnn[speed+dl],True,203,0.9437649250030518,18
sokoban_core/levels/letslogic/solved/0011_v2009.txt#28,gnn[speed+dl],True,1538,1.3622491359710693,33
sokoban_core/levels/letslogic/solved/0019_sasquatch_07.txt#8,gnn[speed+dl],True,1731,3.3208987712860107,14
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#122,gnn[speed+dl],True,4235,3.3442299365997314,54
sokoban_core/levels/letslogic/solved/0006_microban_01.txt#95,gnn[speed+dl],True,3820,3.7686097621917725,37
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#145,gnn[speed+dl],True,10439,7.131803274154663,35
sokoban_core/levels/letslogic/solved/0012_microban_02.txt#100,gnn[speed+dl],True,9861,9.401236772537231,22
sokoban_core/levels/letslogic/solved/0011_v2009.txt#143,gnn[speed+dl],True,18146,10.116950035095215,82
sokoban_core/levels/letslogic/solved/0011_v2009.txt#149,gnn[speed+dl],True,25450,14.454102039337158,77
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#123,gnn[speed+dl],True,29534,17.32966375350952,67
sokoban_core/levels/letslogic/solved/0026_sasquatch_09.txt#2,gnn[speed+dl],True,389,2.1591310501098633,16
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#46,gnn[speed+dl],True,48392,22.944532871246338,40
sokoban_core/levels/letslogic/solved/0012_microban_02.txt#122,gnn[speed+dl],True,27761,25.984657287597656,48
sokoban_core/levels/letslogic/solved/0020_sasquatch_08.txt#22,gnn[speed+dl],True,7965,31.323573350906372,28
sokoban_core/levels/letslogic/solved/0009_boxxle_01.txt#26,gnn[speed+dl],True,25375,31.92075800895691,21
sokoban_core/levels/letslogic/solved/0025_grigr_special.txt#16,gnn[speed+dl],True,54542,28.787842512130737,95
sokoban_core/levels/letslogic/solved/0006_microban_01.txt#147,gnn[speed+dl],True,48312,38.37647891044617,49
sokoban_core/levels/letslogic/solved/0006_microban_01.txt#136,gnn[speed+dl],True,37522,37.11110734939575,46
sokoban_core/levels/letslogic/solved/0033_strategy.txt#70,gnn[speed+dl],True,153,0.4099619388580322,5
sokoban_core/levels/letslogic/solved/0033_strategy.txt#45,gnn[speed+dl],True,5744,8.998738050460815,14
sokoban_core/levels/letslogic/solved/0011_v2009.txt#127,gnn[speed+dl],True,89578,53.77577471733093,72
sokoban_core/levels/letslogic/solved/0040_tbox_01.txt#27,gnn[speed+dl],True,1085,1.3588032722473145,40
sokoban_core/levels/letslogic/solved/0042_sokoban2k.txt#11,gnn[speed+dl],True,498,0.7676923274993896,40
sokoban_core/levels/letslogic/solved/0010_boxxle_02.txt#59,gnn[speed+dl],True,36204,69.5047059059143,32
sokoban_core/levels/letslogic/solved/0039_novoban.txt#16,gnn[speed+dl],True,54416,38.45891833305359,16
sokoban_core/levels/letslogic/solved/0025_grigr_special.txt#32,gnn[speed+dl],True,152479,73.11100482940674,82
sokoban_core/levels/letslogic/solved/0019_sasquatch_07.txt#1,gnn[speed+dl],True,58304,136.10828971862793,27
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#131,gnn[speed+dl],True,277964,144.4599905014038,61
sokoban_core/levels/letslogic/solved/0016_sasquatch_04.txt#9,gnn[speed+dl],True,187876,155.0756094455719,27
sokoban_core/levels/letslogic/solved/0026_sasquatch_09.txt#28,gnn[speed+dl],True,30853,225.8302071094513,38
sokoban_core/levels/letslogic/solved/0025_grigr_special.txt#33,gnn[speed+dl],True,588064,243.120014667511,88
sokoban_core/levels/letslogic/solved/0033_strategy.txt#49,gnn[speed+dl],True,152932,254.49923515319824,37
sokoban_core/levels/letslogic/solved/0010_boxxle_02.txt#70,gnn[speed+dl],True,185065,296.61943674087524,32
sokoban_core/levels/letslogic/solved/0010_boxxle_02.txt#105,gnn[speed+dl],False,269199,300.0001902580261,-1
sokoban_core/levels/letslogic/solved/0017_sasquatch_05.txt#21,gnn[speed+dl],False,202419,300.00139331817627,-1
sokoban_core/levels/letslogic/solved/0016_sasquatch_04.txt#24,gnn[speed+dl],False,146291,300.00586700439453,-1
sokoban_core/levels/letslogic/solved/0011_v2009.txt#145,gnn[speed+dl],False,406842,300.0008008480072,-1
sokoban_core/levels/letslogic/solved/0020_sasquatch_08.txt#15,gnn[speed+dl],False,120235,300.00276350975037,-1
sokoban_core/levels/letslogic/solved/0001_member_levels.txt#222,gnn[speed+dl],False,221655,300.00146436691284,-1
sokoban_core/levels/letslogic/solved/0010_boxxle_02.txt#104,gnn[speed+dl],False,96301,300.0042567253113,-1
sokoban_core/levels/letslogic/solved/0011_v2009.txt#119,gnn[speed+dl],False,325948,300.00262999534607,-1
sokoban_core/levels/letslogic/solved/0020_sasquatch_08.txt#12,gnn[speed+dl],False,203263,300.00211572647095,-1
sokoban_core/levels/letslogic/solved/0067_puzzle.txt#40,gnn[speed+dl],True,54,0.15976786613464355,10
sokoban_core/levels/letslogic/solved/0023_grigr_2001.txt#52,gnn[speed+dl],False,152443,300.0016119480133,-1
sokoban_core/levels/letslogic/solved/0072_cosmac_01.txt#19,gnn[speed+dl],True,27,0.12880635261535645,8
